File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
964c00d5-51c8-4a85-a1e6-9e7804e31302	10bb1a92-901e-4a14-80f4-5e88f997754b_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2GN	TCGA-EE-A2GN-06A	Metastatic
88db9930-9052-4eb1-804f-394cafc7307a	c845216b-b988-4619-a50f-fad3c55a260b_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-BF-AAP8	TCGA-BF-AAP8-01A	Primary Tumor
5206a39f-029e-41d0-8dab-d82e950e5f31	db6d7c82-4a9a-4e2f-adfa-5dca0d580293_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A19T	TCGA-ER-A19T-01A	Primary Tumor
3b3246d6-c957-4d81-8551-91e8334be658	567a575c-97b9-475c-8954-5f4e868f0a83_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A1HY	TCGA-DA-A1HY-10A	Blood Derived Normal
5a75a009-1671-49e7-a2d2-b4d2537edeb0	538afaf8-22f1-4e4d-a83d-5de08b257edc_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A1HY	TCGA-DA-A1HY-06A	Metastatic
af479905-5f3c-42b6-bf10-93b7ef613dfb	3efae3ec-f99e-40c8-8265-0fba134e19eb_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A3CC	TCGA-D3-A3CC-10A	Blood Derived Normal
00fe3fea-69cd-4a5a-b50d-9692af336f76	26cd8807-d47b-4d9b-bb4a-4c40745b4c36_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1YW	TCGA-FS-A1YW-06A	Metastatic
63456415-07f0-4efa-9dc0-4f8eb89c5279	c32c9113-5c0c-4611-be23-1330f0a5aa43_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A5GT	TCGA-D3-A5GT-01A	Primary Tumor
38f9e4d0-e867-45cd-ab55-a73aa15e4650	2a442b87-f40b-4cde-b313-0dc979c8f04d_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A3XF	TCGA-EB-A3XF-01A	Primary Tumor
1ae92f0e-c4d1-4add-af27-667636aa82be	f7e5b9a6-e556-4da7-ac55-b0312c05df0f_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D9-A148	TCGA-D9-A148-10A	Blood Derived Normal
c771f849-133a-4a2f-86f6-d7e8a15f1e0d	b69afd53-07d1-49e8-9049-06d83d6458ff_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A1Q8	TCGA-D3-A1Q8-10A	Blood Derived Normal
3c4c2961-8bca-41f3-b10d-344f32535933	efefe679-6e4c-4ece-8900-2d76baf386a2_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GN-A4U5	TCGA-GN-A4U5-10B	Blood Derived Normal
d14e7cc6-8ac5-40ba-ac5d-e544bd3775e8	5c001667-5412-4e44-806e-a1040f0f300a_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A1I8	TCGA-DA-A1I8-10A	Blood Derived Normal
34f01057-3211-485a-9ed1-76e264a6c188	033506c2-a0d7-4e02-b9f5-f3ade80f7094_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A29Q	TCGA-EE-A29Q-10A	Blood Derived Normal
bcab80ae-d44d-4306-8a9a-7c7853f64e88	b556642a-ad7e-4cd0-8fdc-dfdd9bc87962_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-XV-AAZV	TCGA-XV-AAZV-01A	Primary Tumor
ffa2e93e-1bde-42d3-b62f-40c0189fc81a	570cfabf-e4d9-4299-9be2-e681032197b0_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-XV-AAZV	TCGA-XV-AAZV-10A	Blood Derived Normal
0089f68f-fbf0-40c9-9f65-e5b1eb54d3f6	e581778b-21c0-4de9-9d03-b37046313700_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A29Q	TCGA-EE-A29Q-06A	Metastatic
7158d3e9-9569-4a89-93e1-bfac4512a51a	e478f5fd-9c6d-4169-a023-b78d5f925ebd_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A194	TCGA-ER-A194-10A	Blood Derived Normal
7ea453c9-f49b-4bc6-93c0-0525ca447338	f96dd387-37ca-4ede-9851-4eb769271d76_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZW	TCGA-FS-A1ZW-06A	Metastatic
7778d4f3-adf6-4949-8055-ac46314b2339	42459505-f523-4867-8f3d-5d1d198fd64e_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A5FP	TCGA-EB-A5FP-01A	Primary Tumor
7171d210-c599-43a9-b602-3b453567330d	9eae9c8d-45fa-4a49-8f70-1ab43e6598f9_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1Z3	TCGA-FS-A1Z3-06A	Metastatic
c1b490e2-cb85-487d-bb93-ba7b0fc4165f	1b87eb2d-2f57-4cbd-8a00-57a0eb69ac7c_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A29T	TCGA-EE-A29T-06A	Metastatic
ff259cb9-118e-4668-88bf-700fadf4356d	626e455c-5340-4095-8d27-d1d83615d201_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A2JD	TCGA-D3-A2JD-10A	Blood Derived Normal
75a593c7-693b-4c7b-904c-38738b20a0e9	512af874-0ba3-4bd2-a1fe-361c73f3eadf_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A2JD	TCGA-D3-A2JD-06A	Metastatic
b16d04e1-7366-4520-8f43-519ad150facd	db2d94a9-5b22-4163-ae7a-1da11f7037a6_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A2NF	TCGA-ER-A2NF-01A	Primary Tumor
2e39979d-dbef-4dcc-bd1b-072553f801d4	7a49b1e5-5fb7-4a7e-85ba-f4c357089023_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZU	TCGA-FS-A1ZU-10A	Blood Derived Normal
b49cedb7-9821-4577-af95-ed9e3a51e381	fe8c62a6-c113-46e8-ab91-fdb90bb6a59f_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZU	TCGA-FS-A1ZU-06A	Metastatic
90879e56-088f-4c62-9301-77412e2b3789	60adadde-d83b-4427-9ae8-aea0544b4b34_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A1HY	TCGA-DA-A1HY-10A	Blood Derived Normal
988894f7-15fa-40d4-809a-42d60eb538ac	88f2c496-3eb4-4c03-b3a5-8d5a55803aaf_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A1HY	TCGA-DA-A1HY-06A	Metastatic
6ee66bd0-ed2b-4a75-89b6-5133812d5de7	390b3574-ba23-4ecb-acf8-f5ad8a958bd2_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A193	TCGA-ER-A193-10A	Blood Derived Normal
cd4a129c-600c-4d3f-8a5c-c14050970fec	8bd770ef-85a8-4bc8-b38f-fbd2e91f9d39_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GN-A263	TCGA-GN-A263-10A	Blood Derived Normal
580d65f4-7c2e-4189-90e2-a420538e9266	1c223d12-f969-4226-95b7-ea222ae16b01_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-GN-A263	TCGA-GN-A263-01A	Primary Tumor
4fa41bf1-0a03-477b-802e-b9e697d904fb	43bf6a29-b215-4d20-8348-209e75671526_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A24C	TCGA-EB-A24C-01A	Primary Tumor
93b6d4bd-ce12-4b5b-9e3e-5568a89d6092	38a1abf6-ef0c-43d2-aea6-b00431957213_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A24C	TCGA-EB-A24C-10A	Blood Derived Normal
d36e2de4-96a1-4a18-9e43-a4768e55d851	8ac49aae-2c7c-4426-9faa-b4652a8d51a8_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A19O	TCGA-ER-A19O-10A	Blood Derived Normal
5f9d25ea-2c85-41a6-ac47-4f23ca0721e9	74e4ce9c-4bb0-4c62-bdf8-2260d76f3306_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A2NF	TCGA-ER-A2NF-10A	Blood Derived Normal
3541db3c-ab69-4043-b299-8d1a06f0765e	65d9054f-653a-4a10-9e25-1fe617481aa2_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2GN	TCGA-EE-A2GN-10A	Blood Derived Normal
0f45a027-71b7-4cce-a474-e044faddd044	f621cc23-047b-4e89-b6d6-b407ff00c7a3_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A2NF	TCGA-ER-A2NF-10A	Blood Derived Normal
42ab5d82-59d0-477a-a1d9-d46bf33243e6	b86befc7-9b14-40c8-82fb-8ed70c8b36c0_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A2NF	TCGA-ER-A2NF-06A	Metastatic
56719f4f-e018-4e89-85a1-c1862984e642	28cd8467-df08-4ae9-b50a-f7c7ed3f60f3_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1Z0	TCGA-FS-A1Z0-10A	Blood Derived Normal
5cfaad83-2ab2-4d5a-946e-eb9d7e09a3c3	a4f5d513-23b9-40b9-b25e-4cbd48873084_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D9-A4Z5	TCGA-D9-A4Z5-10A	Blood Derived Normal
45dee9ed-0180-48a3-a593-5bc12aaaa82a	2ea039f3-b715-4ea4-9d71-0509730885e2_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A1I8	TCGA-DA-A1I8-10A	Blood Derived Normal
a3d8b0ee-c913-4064-ab83-bb707e0b0528	7b8e839f-740b-4bde-98b8-44ea426d0f52_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2A6	TCGA-EE-A2A6-10A	Blood Derived Normal
a56c5b13-06f8-42ba-b707-6e55cf4ab75a	5b1e6d7a-4f03-4b25-8fbe-1147f7441218_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A194	TCGA-ER-A194-01A	Primary Tumor
0fcdc9f3-27b0-40c8-9f0c-2ecfbbf6d8c4	411370dc-4c66-484f-ac7e-42a19e486dfc_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A194	TCGA-ER-A194-01A	Primary Tumor
83ac8912-32dc-4625-81b3-2db2c1ee5f8b	e498cb49-0df9-4fb6-a426-4b09202c16d6_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A1I2	TCGA-DA-A1I2-10A	Blood Derived Normal
d0c23fe4-123d-41e4-8227-08cb4069ea81	ffbde34f-a8f9-458a-9022-ec29d8ec6277_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A1I2	TCGA-DA-A1I2-06A	Metastatic
374020e4-87ef-4ac4-8cf3-3fc64e6ff062	54de31e4-2804-42a5-a24b-c2657545564a_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-BF-AAP6	TCGA-BF-AAP6-01A	Primary Tumor
6a46dd21-555f-4c6e-bc24-fe003be065ae	01285377-c51d-46c6-9f23-2639d151ac28_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1Z7	TCGA-FS-A1Z7-06A	Metastatic
25df0495-d971-4126-bc7c-cc792e6b5817	f0195aa4-9e9c-4b23-8fc7-4671385a687d_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A29T	TCGA-EE-A29T-10A	Blood Derived Normal
fa958826-d22b-48cd-b1e9-57fc7e9abd57	020b5e9e-9910-4ccb-97b7-ea33f8e7cd0b_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A5SF	TCGA-EB-A5SF-10A	Blood Derived Normal
e476e152-8a1d-4b8b-9eef-4fdd93dacd61	189a39f9-d385-4dbe-9de6-0cdbb00e0bda_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A19E	TCGA-ER-A19E-06A	Metastatic
953226f6-4d5e-4021-ac12-a8233d63512d	ef4062b4-1dd7-4621-b0fa-347155b839bd_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A6R0	TCGA-EB-A6R0-10B	Blood Derived Normal
20fb3533-7489-478d-9861-00bd83357481	7cf2b294-2ee5-4aac-98cf-30e9fa1c374b_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2MN	TCGA-EE-A2MN-06A	Metastatic
17dd4400-d616-455a-9900-e169ae0197f5	5100c485-25c0-4c50-bcc6-61676515594c_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A194	TCGA-ER-A194-10A	Blood Derived Normal
2b4763e6-b38c-4f60-9fa7-f9468645d9af	d432e99a-67fb-4609-b90f-99438eee7cae_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A1I2	TCGA-DA-A1I2-06A	Metastatic
a8fcf3a8-2bf9-4923-9321-66e283f6a0fd	42c7aac2-ea71-4e4c-81cd-1bead1d3da9d_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZW	TCGA-FS-A1ZW-10A	Blood Derived Normal
2336c57e-b363-4e84-90fa-2982a124c685	07583c97-a4da-4856-ae27-44bf71c9a3d3_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1Z3	TCGA-FS-A1Z3-10A	Blood Derived Normal
0d32755e-a904-4514-895e-2361e5edd999	e202f603-4e1e-451b-ae65-78f232d7162d_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A20H	TCGA-EE-A20H-10A	Blood Derived Normal
fa57de00-2ed1-4eac-b3db-796b74baf726	45f0846f-66b7-49b9-a950-cbcd1d5aba94_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZZ	TCGA-FS-A1ZZ-06A	Metastatic
885bedec-c56a-45fc-8a98-1e0f14615b72	876b574e-6381-47ed-a60b-0e7216f3d665_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZF	TCGA-FS-A1ZF-06A	Metastatic
a07795af-dadd-4123-883f-bcb96dabf683	f6f00971-49ee-4117-bc43-5e466d55c16c_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A6R0	TCGA-EB-A6R0-01A	Primary Tumor
4eb20b7b-245e-4ff4-9eef-1919fdb507d6	4577be4b-3ca2-48a1-82b2-6cb50e1daba3_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1YW	TCGA-FS-A1YW-10A	Blood Derived Normal
1a29dce4-1ac1-448f-823f-cc55a229078e	e3e60482-506a-4226-a44d-dd0062514cd1_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A19T	TCGA-ER-A19T-06A	Metastatic
a5f61ec6-579a-41c4-9d1f-6c27b39a9832	74f05e46-0aeb-4a0e-924f-546b009bf0a3_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A1I0	TCGA-DA-A1I0-10B	Blood Derived Normal
f40dad10-ed69-42d5-af3b-356e0ce48757	d7e884b1-ab8a-4225-9fc9-a2a6fd8f4660_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D9-A148	TCGA-D9-A148-06A	Metastatic
e007c11a-a5e4-4e7f-b1d0-4380ccf40e87	15daadb0-6b24-4248-9225-470dc08f1552_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A2NF	TCGA-ER-A2NF-06A	Metastatic
f28d5fed-617b-45e3-9df8-686cea4e0b09	f0d22e58-5486-47c4-a316-e974e2bcbae6_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A2NF	TCGA-ER-A2NF-10A	Blood Derived Normal
c3791fdf-c3e6-47b6-96eb-d8e12c6367eb	0884fdf3-7a20-43bc-bf57-e71f36e11ab9_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A2NF	TCGA-ER-A2NF-01A	Primary Tumor
68cc3ef9-47b1-4469-b685-4756b74996d2	099217a3-777f-4d2a-bce0-89e189708068_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A2NF	TCGA-ER-A2NF-01A	Primary Tumor
9761400a-6a32-4e32-a139-65c8fa20fa25	ce0be99d-0c07-4338-96a6-799d8f5a6c38_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A1Q8	TCGA-D3-A1Q8-06A	Metastatic
1438c9c7-618d-441b-aa32-639a9a755231	3f98d326-5676-4257-9af8-0a5f5d3c2527_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A19T	TCGA-ER-A19T-06A	Metastatic
0028ed08-7ca8-4b51-a17a-afa0fe93996c	c36c8da7-1f45-4856-9d0c-2ea06d2cbad3_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-BF-AAP8	TCGA-BF-AAP8-10A	Blood Derived Normal
630da14f-3849-417e-b66f-2f21c625a954	f4c9d6f7-892b-4f30-932d-7b0cf6ff6540_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A57M	TCGA-EB-A57M-10A	Blood Derived Normal
6f4a5320-ac34-4e0c-af90-6e88479f5d15	8a8cc4e3-c877-43a1-bd00-9faa04ca6e66_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A2MN	TCGA-EE-A2MN-10A	Blood Derived Normal
ddd5fba9-5569-4163-928a-a918b51c9182	8d5ffe62-6dd9-4764-b0b7-5e3010eefe6d_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A19L	TCGA-ER-A19L-06A	Metastatic
088f6747-1bc4-49b6-a099-ca9a66550309	338df758-f109-4331-8d51-b3ee0eab4229_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A19L	TCGA-ER-A19L-10A	Blood Derived Normal
4807b3de-34af-4154-8307-995f59a2b6e1	05470862-423d-4b50-b41a-31a58581c740_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D9-A4Z5	TCGA-D9-A4Z5-01A	Primary Tumor
a83b0f67-2440-4fc2-a540-04801db444bd	0917d943-d4ac-49f6-842f-cf4e3526ecd3_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-BF-AAP6	TCGA-BF-AAP6-10A	Blood Derived Normal
f65ffe72-6f0e-4bbd-963b-da97e718711d	33941005-40a5-45da-a497-bd3fcfbbec30_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-DA-A1I2	TCGA-DA-A1I2-10A	Blood Derived Normal
c09db718-976e-4a2d-83e7-f489f34ee702	609f4177-82c0-4e12-b1e9-291ebb381ff6_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EE-A20H	TCGA-EE-A20H-06A	Metastatic
0a8672b2-7659-47e3-bcbd-2528097f8c9e	17a12a35-5a02-4f8d-bc01-c5faa35a2790_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZZ	TCGA-FS-A1ZZ-10A	Blood Derived Normal
418a85ce-4591-4172-8d1d-efe4cd4edf65	b3ca6e8e-f372-4991-8ac4-989a36947c61_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1Z7	TCGA-FS-A1Z7-10A	Blood Derived Normal
ce2b9c96-23b2-417d-a9d4-ca976c9fd889	54a77010-2f16-4da9-8ca0-746a51801a00_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-ER-A19E	TCGA-ER-A19E-06A	Metastatic
05d80fe7-e873-4fb3-b083-2bf47fa85b1d	01cd0895-7900-4731-9f90-7b4de872b1c0_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-EB-A5SF	TCGA-EB-A5SF-01A	Primary Tumor
1413356a-bec2-4169-862e-2255c189be0d	89eae08e-6977-4c47-95de-354eb7f787e9_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-FS-A1ZT	TCGA-FS-A1ZT-06A	Metastatic
88d9e370-e9ef-42bc-8817-9061d25ef95c	d76073bc-61b7-4d7e-af06-1c9ced11318b_wgs_gdc_realn.bam	Sequencing Reads	Aligned Reads	TCGA-SKCM	TCGA-D3-A3CC	TCGA-D3-A3CC-06A	Metastatic
